Di 30. Okt 03:47:36 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540867200.csv (11664517 entries, 1.71 G, cost 146080622 usec, 77.98 K/s)
Di 30. Okt 03:52:36 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540867500.csv (11661337 entries, 1.71 G, cost 146124627 usec, 77.93 K/s)
Di 30. Okt 03:57:29 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540867800.csv (11663761 entries, 1.71 G, cost 139734372 usec, 81.51 K/s)
Di 30. Okt 04:02:57 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540868100.csv (11640473 entries, 1.71 G, cost 167446172 usec, 67.89 K/s)
Di 30. Okt 04:08:22 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540868400.csv (11754783 entries, 1.72 G, cost 192431929 usec, 59.65 K/s)
Di 30. Okt 04:13:03 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540868700.csv (11605045 entries, 1.70 G, cost 173282933 usec, 65.40 K/s)
Di 30. Okt 04:17:36 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540869000.csv (11745984 entries, 1.72 G, cost 144696209 usec, 79.27 K/s)
Di 30. Okt 04:22:32 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540869300.csv (11693716 entries, 1.71 G, cost 142044372 usec, 80.39 K/s)
Di 30. Okt 04:27:32 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540869600.csv (11740431 entries, 1.72 G, cost 142168108 usec, 80.65 K/s)
Di 30. Okt 04:32:32 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540869900.csv (11719362 entries, 1.72 G, cost 142675107 usec, 80.21 K/s)
Di 30. Okt 04:37:33 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540870200.csv (11789980 entries, 1.73 G, cost 142951295 usec, 80.54 K/s)
Di 30. Okt 04:42:35 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540870500.csv (11825348 entries, 1.73 G, cost 145626020 usec, 79.30 K/s)
Di 30. Okt 04:47:36 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540870800.csv (11789707 entries, 1.73 G, cost 145612328 usec, 79.07 K/s)
Di 30. Okt 04:52:34 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540871100.csv (11896398 entries, 1.74 G, cost 144253923 usec, 80.54 K/s)
Di 30. Okt 04:57:37 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540871400.csv (11858291 entries, 1.74 G, cost 147154834 usec, 78.69 K/s)
Di 30. Okt 05:03:06 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540871700.csv (11957931 entries, 1.75 G, cost 175888162 usec, 66.39 K/s)
Di 30. Okt 05:08:29 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540872000.csv (12149245 entries, 1.78 G, cost 198929825 usec, 59.64 K/s)
Di 30. Okt 05:13:13 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540872300.csv (12084307 entries, 1.77 G, cost 183121746 usec, 64.44 K/s)
Di 30. Okt 05:17:47 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540872600.csv (12228874 entries, 1.79 G, cost 156992257 usec, 76.07 K/s)
Di 30. Okt 05:22:45 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540872900.csv (12322655 entries, 1.81 G, cost 155021992 usec, 77.63 K/s)
Di 30. Okt 05:27:43 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540873200.csv (12379376 entries, 1.81 G, cost 153117435 usec, 78.95 K/s)
Di 30. Okt 05:32:50 CET 2018: /vsu1/db/cdr_csv/event_GEO_LTE/sav/DataExport.s1mmeSAMPLEMME_1540873500.csv (12486813 entries, 1.83 G, cost 159971554 usec, 76.23 K/s)
